"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|PL","06.01.2015 01:00 - 06.01.2015 02:00 (CET/CEST)","233","4487","57","430","8387","N/A","n/e","n/e","n/e","0","","191","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","961"
"BZN|PL","06.01.2015 02:00 - 06.01.2015 03:00 (CET/CEST)","233","4347","58","432","8428","N/A","n/e","n/e","n/e","0","","191","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","786"
"BZN|PL","06.01.2015 03:00 - 06.01.2015 04:00 (CET/CEST)","234","4509","58","432","8371","N/A","n/e","n/e","n/e","0","","191","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","644"
"BZN|PL","06.01.2015 04:00 - 06.01.2015 05:00 (CET/CEST)","234","4703","57","433","8284","N/A","n/e","n/e","n/e","0","","191","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","569"
"BZN|PL","06.01.2015 05:00 - 06.01.2015 06:00 (CET/CEST)","233","4684","56","434","8219","N/A","n/e","n/e","n/e","0","","192","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","465"
"BZN|PL","06.01.2015 06:00 - 06.01.2015 07:00 (CET/CEST)","235","4998","57","435","8116","N/A","n/e","n/e","n/e","0","","194","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","413"
"BZN|PL","06.01.2015 07:00 - 06.01.2015 08:00 (CET/CEST)","235","5178","57","429","8072","N/A","n/e","n/e","n/e","0","","209","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","427"
"BZN|PL","06.01.2015 08:00 - 06.01.2015 09:00 (CET/CEST)","235","5362","57","426","8162","N/A","n/e","n/e","n/e","34","","213","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","454"
"BZN|PL","06.01.2015 09:00 - 06.01.2015 10:00 (CET/CEST)","235","5895","61","420","8707","N/A","n/e","n/e","n/e","34","","215","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","415"
"BZN|PL","06.01.2015 10:00 - 06.01.2015 11:00 (CET/CEST)","235","6014","63","421","8680","N/A","n/e","n/e","n/e","50","","212","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","278"
"BZN|PL","06.01.2015 11:00 - 06.01.2015 12:00 (CET/CEST)","236","5982","61","420","8888","N/A","n/e","n/e","n/e","20","","212","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","232"
"BZN|PL","06.01.2015 12:00 - 06.01.2015 13:00 (CET/CEST)","236","5908","59","420","8949","N/A","n/e","n/e","n/e","0","","213","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","211"
"BZN|PL","06.01.2015 13:00 - 06.01.2015 14:00 (CET/CEST)","235","5989","58","420","9220","N/A","n/e","n/e","n/e","0","","215","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","208"
"BZN|PL","06.01.2015 14:00 - 06.01.2015 15:00 (CET/CEST)","235","5910","56","421","9039","N/A","n/e","n/e","n/e","0","","187","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","283"
"BZN|PL","06.01.2015 15:00 - 06.01.2015 16:00 (CET/CEST)","235","5926","56","421","9050","N/A","n/e","n/e","n/e","0","","202","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","374"
"BZN|PL","06.01.2015 16:00 - 06.01.2015 17:00 (CET/CEST)","235","6037","58","421","9833","N/A","n/e","n/e","n/e","415","","208","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","548"
"BZN|PL","06.01.2015 17:00 - 06.01.2015 18:00 (CET/CEST)","236","6073","58","422","10020","N/A","n/e","n/e","n/e","611","","225","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","753"
"BZN|PL","06.01.2015 18:00 - 06.01.2015 19:00 (CET/CEST)","235","6058","59","426","10127","N/A","n/e","n/e","n/e","382","","227","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1022"
"BZN|PL","06.01.2015 19:00 - 06.01.2015 20:00 (CET/CEST)","232","6088","60","426","9853","N/A","n/e","n/e","n/e","407","","227","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1226"
"BZN|PL","06.01.2015 20:00 - 06.01.2015 21:00 (CET/CEST)","235","6133","57","433","9383","N/A","n/e","n/e","n/e","54","","219","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1540"
"BZN|PL","06.01.2015 21:00 - 06.01.2015 22:00 (CET/CEST)","235","5799","57","438","8510","N/A","n/e","n/e","n/e","0","","207","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1744"
"BZN|PL","06.01.2015 22:00 - 06.01.2015 23:00 (CET/CEST)","236","5068","57","438","8481","N/A","n/e","n/e","n/e","0","","178","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1903"
"BZN|PL","06.01.2015 23:00 - 07.01.2015 00:00 (CET/CEST)","234","4467","57","438","8312","N/A","n/e","n/e","n/e","0","","178","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1984"
"BZN|PL","07.01.2015 00:00 - 07.01.2015 01:00 (CET/CEST)","233","4512","58","438","8214","N/A","n/e","n/e","n/e","0","","175","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2017"
"BZN|PL","07.01.2015 01:00 - 07.01.2015 02:00 (CET/CEST)","234","4014","57","438","8246","N/A","n/e","n/e","n/e","0","","175","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2151"
"BZN|PL","07.01.2015 02:00 - 07.01.2015 03:00 (CET/CEST)","234","4026","59","438","8276","N/A","n/e","n/e","n/e","0","","174","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2120"
"BZN|PL","07.01.2015 03:00 - 07.01.2015 04:00 (CET/CEST)","234","3978","59","438","8262","N/A","n/e","n/e","n/e","0","","175","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2190"
"BZN|PL","07.01.2015 04:00 - 07.01.2015 05:00 (CET/CEST)","234","4183","59","438","8648","N/A","n/e","n/e","n/e","0","","174","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2037"
"BZN|PL","07.01.2015 05:00 - 07.01.2015 06:00 (CET/CEST)","234","4427","59","439","8830","N/A","n/e","n/e","n/e","0","","175","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2036"
"BZN|PL","07.01.2015 06:00 - 07.01.2015 07:00 (CET/CEST)","235","5752","59","469","9548","N/A","n/e","n/e","n/e","0","","180","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2133"
"BZN|PL","07.01.2015 07:00 - 07.01.2015 08:00 (CET/CEST)","240","6493","59","501","10803","N/A","n/e","n/e","n/e","141","","194","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2078"
"BZN|PL","07.01.2015 08:00 - 07.01.2015 09:00 (CET/CEST)","233","6623","59","495","11685","N/A","n/e","n/e","n/e","68","","200","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2069"
"BZN|PL","07.01.2015 09:00 - 07.01.2015 10:00 (CET/CEST)","238","6750","58","489","12160","N/A","n/e","n/e","n/e","0","","205","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2115"
"BZN|PL","07.01.2015 10:00 - 07.01.2015 11:00 (CET/CEST)","240","6752","58","488","12217","N/A","n/e","n/e","n/e","50","","201","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1964"
"BZN|PL","07.01.2015 11:00 - 07.01.2015 12:00 (CET/CEST)","240","6852","58","485","12477","N/A","n/e","n/e","n/e","20","","196","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1874"
"BZN|PL","07.01.2015 12:00 - 07.01.2015 13:00 (CET/CEST)","240","6894","56","485","12619","N/A","n/e","n/e","n/e","0","","182","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1782"
"BZN|PL","07.01.2015 13:00 - 07.01.2015 14:00 (CET/CEST)","240","6919","58","484","12818","N/A","n/e","n/e","n/e","0","","173","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1683"
"BZN|PL","07.01.2015 14:00 - 07.01.2015 15:00 (CET/CEST)","240","6832","57","485","12696","N/A","n/e","n/e","n/e","0","","171","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1583"
"BZN|PL","07.01.2015 15:00 - 07.01.2015 16:00 (CET/CEST)","240","6810","56","484","12600","N/A","n/e","n/e","n/e","0","","185","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1520"
"BZN|PL","07.01.2015 16:00 - 07.01.2015 17:00 (CET/CEST)","240","6854","55","496","12869","N/A","n/e","n/e","n/e","199","","185","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1486"
"BZN|PL","07.01.2015 17:00 - 07.01.2015 18:00 (CET/CEST)","240","6790","54","501","12765","N/A","n/e","n/e","n/e","499","","199","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1491"
"BZN|PL","07.01.2015 18:00 - 07.01.2015 19:00 (CET/CEST)","240","6796","51","495","12578","N/A","n/e","n/e","n/e","398","","194","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1446"
"BZN|PL","07.01.2015 19:00 - 07.01.2015 20:00 (CET/CEST)","240","6750","53","490","12344","N/A","n/e","n/e","n/e","245","","204","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1439"
"BZN|PL","07.01.2015 20:00 - 07.01.2015 21:00 (CET/CEST)","240","6760","57","495","11827","N/A","n/e","n/e","n/e","170","","180","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1383"
"BZN|PL","07.01.2015 21:00 - 07.01.2015 22:00 (CET/CEST)","240","6519","60","495","10816","N/A","n/e","n/e","n/e","100","","165","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1328"
"BZN|PL","07.01.2015 22:00 - 07.01.2015 23:00 (CET/CEST)","234","5789","62","483","10259","N/A","n/e","n/e","n/e","0","","157","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1237"
"BZN|PL","07.01.2015 23:00 - 08.01.2015 00:00 (CET/CEST)","233","4824","63","478","10071","N/A","n/e","n/e","n/e","0","","146","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1199"
"BZN|PL","08.01.2015 00:00 - 08.01.2015 01:00 (CET/CEST)","233","4562","63","473","9749","N/A","n/e","n/e","n/e","0","","146","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1198"
"BZN|PL","08.01.2015 01:00 - 08.01.2015 02:00 (CET/CEST)","233","4474","61","470","9864","N/A","n/e","n/e","n/e","0","","145","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1140"
"BZN|PL","08.01.2015 02:00 - 08.01.2015 03:00 (CET/CEST)","233","4426","61","468","9781","N/A","n/e","n/e","n/e","0","","145","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1175"
"BZN|PL","08.01.2015 03:00 - 08.01.2015 04:00 (CET/CEST)","233","4398","59","468","9709","N/A","n/e","n/e","n/e","0","","145","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1280"
"BZN|PL","08.01.2015 04:00 - 08.01.2015 05:00 (CET/CEST)","233","4552","59","468","9720","N/A","n/e","n/e","n/e","0","","145","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1403"
"BZN|PL","08.01.2015 05:00 - 08.01.2015 06:00 (CET/CEST)","233","4991","58","473","9732","N/A","n/e","n/e","n/e","0","","145","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1522"
"BZN|PL","08.01.2015 06:00 - 08.01.2015 07:00 (CET/CEST)","235","6098","59","473","10181","N/A","n/e","n/e","n/e","0","","149","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1616"
"BZN|PL","08.01.2015 07:00 - 08.01.2015 08:00 (CET/CEST)","240","6748","60","495","10741","N/A","n/e","n/e","n/e","127","","154","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1777"
"BZN|PL","08.01.2015 08:00 - 08.01.2015 09:00 (CET/CEST)","240","6582","34","484","11526","N/A","n/e","n/e","n/e","0","","171","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2112"
"BZN|PL","08.01.2015 09:00 - 08.01.2015 10:00 (CET/CEST)","240","6771","44","480","11412","N/A","n/e","n/e","n/e","0","","175","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2337"
"BZN|PL","08.01.2015 10:00 - 08.01.2015 11:00 (CET/CEST)","240","6821","42","480","11160","N/A","n/e","n/e","n/e","50","","175","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2415"
"BZN|PL","08.01.2015 11:00 - 08.01.2015 12:00 (CET/CEST)","240","6896","56","479","11428","N/A","n/e","n/e","n/e","20","","176","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2314"
"BZN|PL","08.01.2015 12:00 - 08.01.2015 13:00 (CET/CEST)","240","6903","56","480","11372","N/A","n/e","n/e","n/e","0","","169","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2342"
"BZN|PL","08.01.2015 13:00 - 08.01.2015 14:00 (CET/CEST)","240","6959","57","481","11455","N/A","n/e","n/e","n/e","0","","152","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2196"
"BZN|PL","08.01.2015 14:00 - 08.01.2015 15:00 (CET/CEST)","240","6907","56","483","11207","N/A","n/e","n/e","n/e","0","","150","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2204"
"BZN|PL","08.01.2015 15:00 - 08.01.2015 16:00 (CET/CEST)","240","6901","57","484","11065","N/A","n/e","n/e","n/e","75","","165","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2322"
"BZN|PL","08.01.2015 16:00 - 08.01.2015 17:00 (CET/CEST)","240","6976","57","485","11298","N/A","n/e","n/e","n/e","640","","165","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2417"
"BZN|PL","08.01.2015 17:00 - 08.01.2015 18:00 (CET/CEST)","240","6951","58","482","10841","N/A","n/e","n/e","n/e","950","","183","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2621"
"BZN|PL","08.01.2015 18:00 - 08.01.2015 19:00 (CET/CEST)","241","7027","58","487","10500","N/A","n/e","n/e","n/e","1046","","174","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2546"
"BZN|PL","08.01.2015 19:00 - 08.01.2015 20:00 (CET/CEST)","240","7114","56","487","10333","N/A","n/e","n/e","n/e","957","","177","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2512"
"BZN|PL","08.01.2015 20:00 - 08.01.2015 21:00 (CET/CEST)","240","6852","56","491","10196","N/A","n/e","n/e","n/e","794","","173","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2497"
"BZN|PL","08.01.2015 21:00 - 08.01.2015 22:00 (CET/CEST)","240","6019","57","496","9975","N/A","n/e","n/e","n/e","84","","160","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2610"
"BZN|PL","08.01.2015 22:00 - 08.01.2015 23:00 (CET/CEST)","235","4878","58","443","9514","N/A","n/e","n/e","n/e","0","","151","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2686"
"BZN|PL","08.01.2015 23:00 - 09.01.2015 00:00 (CET/CEST)","233","4589","60","432","8948","N/A","n/e","n/e","n/e","0","","143","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2770"
"BZN|PL","09.01.2015 00:00 - 09.01.2015 01:00 (CET/CEST)","233","4726","62","426","8216","N/A","n/e","n/e","n/e","0","","151","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3036"
"BZN|PL","09.01.2015 01:00 - 09.01.2015 02:00 (CET/CEST)","233","4723","60","426","8154","N/A","n/e","n/e","n/e","0","","157","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3233"
"BZN|PL","09.01.2015 02:00 - 09.01.2015 03:00 (CET/CEST)","233","4593","59","425","8168","N/A","n/e","n/e","n/e","0","","151","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3291"
"BZN|PL","09.01.2015 03:00 - 09.01.2015 04:00 (CET/CEST)","233","4539","60","425","8032","N/A","n/e","n/e","n/e","0","","157","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3407"
"BZN|PL","09.01.2015 04:00 - 09.01.2015 05:00 (CET/CEST)","233","4532","59","425","8178","N/A","n/e","n/e","n/e","0","","151","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3454"
"BZN|PL","09.01.2015 05:00 - 09.01.2015 06:00 (CET/CEST)","233","4542","60","428","8252","N/A","n/e","n/e","n/e","0","","148","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3432"
"BZN|PL","09.01.2015 06:00 - 09.01.2015 07:00 (CET/CEST)","237","5914","60","423","8602","N/A","n/e","n/e","n/e","0","","150","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3475"
"BZN|PL","09.01.2015 07:00 - 09.01.2015 08:00 (CET/CEST)","240","6800","58","410","9239","N/A","n/e","n/e","n/e","0","","153","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3412"
"BZN|PL","09.01.2015 08:00 - 09.01.2015 09:00 (CET/CEST)","240","6790","59","408","9650","N/A","n/e","n/e","n/e","0","","177","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3420"
"BZN|PL","09.01.2015 09:00 - 09.01.2015 10:00 (CET/CEST)","240","6914","59","401","9758","N/A","n/e","n/e","n/e","21","","182","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3388"
"BZN|PL","09.01.2015 10:00 - 09.01.2015 11:00 (CET/CEST)","240","6993","59","401","9825","N/A","n/e","n/e","n/e","54","","188","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3412"
"BZN|PL","09.01.2015 11:00 - 09.01.2015 12:00 (CET/CEST)","240","6951","58","401","9965","N/A","n/e","n/e","n/e","182","","191","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3417"
"BZN|PL","09.01.2015 12:00 - 09.01.2015 13:00 (CET/CEST)","240","7159","56","404","9804","N/A","n/e","n/e","n/e","199","","199","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3479"
"BZN|PL","09.01.2015 13:00 - 09.01.2015 14:00 (CET/CEST)","240","7266","56","404","9819","N/A","n/e","n/e","n/e","359","","195","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3455"
"BZN|PL","09.01.2015 14:00 - 09.01.2015 15:00 (CET/CEST)","240","7301","57","418","9841","N/A","n/e","n/e","n/e","278","","189","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3395"
"BZN|PL","09.01.2015 15:00 - 09.01.2015 16:00 (CET/CEST)","240","7227","56","419","9887","N/A","n/e","n/e","n/e","311","","209","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3381"
"BZN|PL","09.01.2015 16:00 - 09.01.2015 17:00 (CET/CEST)","240","7215","56","419","10587","N/A","n/e","n/e","n/e","330","","206","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3387"
"BZN|PL","09.01.2015 17:00 - 09.01.2015 18:00 (CET/CEST)","241","7187","56","418","10017","N/A","n/e","n/e","n/e","439","","219","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3408"
"BZN|PL","09.01.2015 18:00 - 09.01.2015 19:00 (CET/CEST)","241","7225","55","411","9640","N/A","n/e","n/e","n/e","402","","203","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3446"
"BZN|PL","09.01.2015 19:00 - 09.01.2015 20:00 (CET/CEST)","241","7197","54","408","9586","N/A","n/e","n/e","n/e","373","","201","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3503"
"BZN|PL","09.01.2015 20:00 - 09.01.2015 21:00 (CET/CEST)","240","6863","55","409","9057","N/A","n/e","n/e","n/e","218","","194","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3450"
"BZN|PL","09.01.2015 21:00 - 09.01.2015 22:00 (CET/CEST)","240","5777","57","421","8828","N/A","n/e","n/e","n/e","0","","177","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3415"
"BZN|PL","09.01.2015 22:00 - 09.01.2015 23:00 (CET/CEST)","235","5143","58","416","8305","N/A","n/e","n/e","n/e","0","","165","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3396"
"BZN|PL","09.01.2015 23:00 - 10.01.2015 00:00 (CET/CEST)","202","4666","59","416","8084","N/A","n/e","n/e","n/e","0","","165","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3349"
"BZN|PL","10.01.2015 00:00 - 10.01.2015 01:00 (CET/CEST)","68","4424","61","405","7669","N/A","n/e","n/e","n/e","0","","162","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3321"
"BZN|PL","10.01.2015 01:00 - 10.01.2015 02:00 (CET/CEST)","45","4274","61","437","7525","N/A","n/e","n/e","n/e","0","","163","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3251"
"BZN|PL","10.01.2015 02:00 - 10.01.2015 03:00 (CET/CEST)","45","4292","61","470","7494","N/A","n/e","n/e","n/e","0","","162","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3092"
"BZN|PL","10.01.2015 03:00 - 10.01.2015 04:00 (CET/CEST)","45","4328","62","515","7512","N/A","n/e","n/e","n/e","0","","163","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2859"
"BZN|PL","10.01.2015 04:00 - 10.01.2015 05:00 (CET/CEST)","45","4516","63","543","7496","N/A","n/e","n/e","n/e","0","","163","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2636"
"BZN|PL","10.01.2015 05:00 - 10.01.2015 06:00 (CET/CEST)","45","4799","62","547","7527","N/A","n/e","n/e","n/e","0","","163","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2293"
"BZN|PL","10.01.2015 06:00 - 10.01.2015 07:00 (CET/CEST)","45","5514","60","549","7509","N/A","n/e","n/e","n/e","101","","164","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1977"
"BZN|PL","10.01.2015 07:00 - 10.01.2015 08:00 (CET/CEST)","45","6150","60","556","7461","N/A","n/e","n/e","n/e","0","","165","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1937"
"BZN|PL","10.01.2015 08:00 - 10.01.2015 09:00 (CET/CEST)","45","6767","57","575","7863","N/A","n/e","n/e","n/e","0","","194","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1649"
"BZN|PL","10.01.2015 09:00 - 10.01.2015 10:00 (CET/CEST)","45","6960","57","579","8876","N/A","n/e","n/e","n/e","48","","211","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1575"
"BZN|PL","10.01.2015 10:00 - 10.01.2015 11:00 (CET/CEST)","45","6940","57","586","8938","N/A","n/e","n/e","n/e","344","","214","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1750"
"BZN|PL","10.01.2015 11:00 - 10.01.2015 12:00 (CET/CEST)","45","6840","56","587","8516","N/A","n/e","n/e","n/e","368","","215","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2172"
"BZN|PL","10.01.2015 12:00 - 10.01.2015 13:00 (CET/CEST)","45","6777","57","586","8318","N/A","n/e","n/e","n/e","310","","211","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2591"
"BZN|PL","10.01.2015 13:00 - 10.01.2015 14:00 (CET/CEST)","45","6628","56","587","8011","N/A","n/e","n/e","n/e","318","","198","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3012"
"BZN|PL","10.01.2015 14:00 - 10.01.2015 15:00 (CET/CEST)","45","6177","54","584","7874","N/A","n/e","n/e","n/e","348","","199","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3230"
"BZN|PL","10.01.2015 15:00 - 10.01.2015 16:00 (CET/CEST)","45","6026","52","584","7776","N/A","n/e","n/e","n/e","412","","214","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3331"
"BZN|PL","10.01.2015 16:00 - 10.01.2015 17:00 (CET/CEST)","45","6726","53","580","7975","N/A","n/e","n/e","n/e","551","","219","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3232"
"BZN|PL","10.01.2015 17:00 - 10.01.2015 18:00 (CET/CEST)","45","6710","54","580","7771","N/A","n/e","n/e","n/e","662","","223","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3181"
"BZN|PL","10.01.2015 18:00 - 10.01.2015 19:00 (CET/CEST)","45","6742","55","567","7895","N/A","n/e","n/e","n/e","508","","230","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2535"
"BZN|PL","10.01.2015 19:00 - 10.01.2015 20:00 (CET/CEST)","45","6446","55","557","7670","N/A","n/e","n/e","n/e","482","","229","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2870"
"BZN|PL","10.01.2015 20:00 - 10.01.2015 21:00 (CET/CEST)","45","5528","57","554","8014","N/A","n/e","n/e","n/e","485","","220","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2892"
"BZN|PL","10.01.2015 21:00 - 10.01.2015 22:00 (CET/CEST)","45","4925","58","553","7743","N/A","n/e","n/e","n/e","207","","220","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2945"
"BZN|PL","10.01.2015 22:00 - 10.01.2015 23:00 (CET/CEST)","45","4721","59","535","7557","N/A","n/e","n/e","n/e","43","","221","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2899"
"BZN|PL","10.01.2015 23:00 - 11.01.2015 00:00 (CET/CEST)","45","4022","58","539","7476","N/A","n/e","n/e","n/e","33","","208","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2753"
"BZN|PL","11.01.2015 00:00 - 11.01.2015 01:00 (CET/CEST)","45","3476","60","543","7115","N/A","n/e","n/e","n/e","0","","194","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2780"
"BZN|PL","11.01.2015 01:00 - 11.01.2015 02:00 (CET/CEST)","45","3386","59","554","6977","N/A","n/e","n/e","n/e","0","","188","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2723"
"BZN|PL","11.01.2015 02:00 - 11.01.2015 03:00 (CET/CEST)","45","3654","60","568","6961","N/A","n/e","n/e","n/e","0","","190","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2824"
"BZN|PL","11.01.2015 03:00 - 11.01.2015 04:00 (CET/CEST)","45","3452","59","577","6963","N/A","n/e","n/e","n/e","0","","188","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2900"
"BZN|PL","11.01.2015 04:00 - 11.01.2015 05:00 (CET/CEST)","45","3392","59","578","7063","N/A","n/e","n/e","n/e","0","","188","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2835"
"BZN|PL","11.01.2015 05:00 - 11.01.2015 06:00 (CET/CEST)","45","3303","60","579","7089","N/A","n/e","n/e","n/e","0","","187","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2895"
